"Date Added","IOC","IOC Type","Published Date","Original Article Title","Original Article Link","Source URL","Article Type","Summary","Source Title","Resolves","Double Check","Check Reason"
"2026-07-12 02:29:47","fbbcf4d8f98168f78f5c0c47a9ae56d59ec8ac84a7c9ca6b797fedfb8d62d2bd","Hash","2026-07-11","Compromised jscrambler 8.14.0 npm Release Drops Rust Infostealer During Install","https://thehackernews.com/2026/07/compromised-jscrambler-8140-npm-release.html","https://thehackernews.com/2026/07/compromised-jscrambler-8140-npm-release.html","Primary News","The jscrambler npm package version 8.14.0 was compromised to include a malicious preinstall hook that executes a Rust-based infostealer. The attack bypassed standard release flows by injecting native binaries for Windows, macOS, and Linux directly into the published package.","Compromised jscrambler 8.14.0 npm Release Drops Rust Infostealer During Install","","1","pass"
"2026-07-12 02:29:47","c8fd47d36bdf7c825378593ab82ed8c24d1dc52e26b507812393e24e1d5201fd","Hash","2026-07-11","Compromised jscrambler 8.14.0 npm Release Drops Rust Infostealer During Install","https://thehackernews.com/2026/07/compromised-jscrambler-8140-npm-release.html","https://thehackernews.com/2026/07/compromised-jscrambler-8140-npm-release.html","Primary News","The jscrambler npm package version 8.14.0 was compromised to include a malicious preinstall hook that executes a Rust-based infostealer. The attack bypassed standard release flows by injecting native binaries for Windows, macOS, and Linux directly into the published package.","Compromised jscrambler 8.14.0 npm Release Drops Rust Infostealer During Install","","1","pass"
"2026-07-12 02:29:47","a41a523ef9517aab37ed6eea0ec881821bdcb7aefcb5c5f603adc7907f868c86","Hash","2026-07-11","Compromised jscrambler 8.14.0 npm Release Drops Rust Infostealer During Install","https://thehackernews.com/2026/07/compromised-jscrambler-8140-npm-release.html","https://thehackernews.com/2026/07/compromised-jscrambler-8140-npm-release.html","Primary News","The jscrambler npm package version 8.14.0 was compromised to include a malicious preinstall hook that executes a Rust-based infostealer. The attack bypassed standard release flows by injecting native binaries for Windows, macOS, and Linux directly into the published package.","Compromised jscrambler 8.14.0 npm Release Drops Rust Infostealer During Install","","1","pass"
"2026-07-12 02:29:47","b7ca95d1b23c8e67416a25cedf741de0917c2096bbc9d24649eea7853d054903","Hash","2026-07-11","Compromised jscrambler 8.14.0 npm Release Drops Rust Infostealer During Install","https://thehackernews.com/2026/07/compromised-jscrambler-8140-npm-release.html","https://thehackernews.com/2026/07/compromised-jscrambler-8140-npm-release.html","Primary News","The jscrambler npm package version 8.14.0 was compromised to include a malicious preinstall hook that executes a Rust-based infostealer. The attack bypassed standard release flows by injecting native binaries for Windows, macOS, and Linux directly into the published package.","Compromised jscrambler 8.14.0 npm Release Drops Rust Infostealer During Install","","1","pass"
"2026-07-12 02:29:47","a742de963f14a92d24ebcbc7b44ac867e23a20d31d1b0094a13a4f83287f4e60","Hash","2026-07-11","Compromised jscrambler 8.14.0 npm Release Drops Rust Infostealer During Install","https://thehackernews.com/2026/07/compromised-jscrambler-8140-npm-release.html","https://thehackernews.com/2026/07/compromised-jscrambler-8140-npm-release.html","Primary News","The jscrambler npm package version 8.14.0 was compromised to include a malicious preinstall hook that executes a Rust-based infostealer. The attack bypassed standard release flows by injecting native binaries for Windows, macOS, and Linux directly into the published package.","Compromised jscrambler 8.14.0 npm Release Drops Rust Infostealer During Install","","1","pass"
"2026-07-12 02:29:47","bba32ddeab075a5e5015eec50f5d2af364c95b848732c714aea6b6baf78f49f0","Hash","2026-07-11","Compromised jscrambler 8.14.0 npm Release Drops Rust Infostealer During Install","https://thehackernews.com/2026/07/compromised-jscrambler-8140-npm-release.html","https://socket.dev/blog/jscrambler-supply-chain-attack","Referenced Primary Source","A compromised release of the jscrambler npm package introduced a malicious preinstall hook. This hook executes hidden native binaries across Linux, macOS, and Windows operating systems.","jscrambler npm Package Compromised in Supply Chain Attack - ...","","1","pass"
"2026-07-12 02:29:47","fbbcf4d8f98168f78f5c0c47a9ae56d59ec8ac84a7c9ca6b797fedfb8d62d2bd","Hash","2026-07-11","Compromised jscrambler 8.14.0 npm Release Drops Rust Infostealer During Install","https://thehackernews.com/2026/07/compromised-jscrambler-8140-npm-release.html","https://socket.dev/blog/jscrambler-supply-chain-attack","Referenced Primary Source","A compromised release of the jscrambler npm package introduced a malicious preinstall hook. This hook executes hidden native binaries across Linux, macOS, and Windows operating systems.","jscrambler npm Package Compromised in Supply Chain Attack - ...","","1","pass"
"2026-07-12 02:29:47","c8fd47d36bdf7c825378593ab82ed8c24d1dc52e26b507812393e24e1d5201fd","Hash","2026-07-11","Compromised jscrambler 8.14.0 npm Release Drops Rust Infostealer During Install","https://thehackernews.com/2026/07/compromised-jscrambler-8140-npm-release.html","https://socket.dev/blog/jscrambler-supply-chain-attack","Referenced Primary Source","A compromised release of the jscrambler npm package introduced a malicious preinstall hook. This hook executes hidden native binaries across Linux, macOS, and Windows operating systems.","jscrambler npm Package Compromised in Supply Chain Attack - ...","","1","pass"
"2026-07-12 02:29:47","a41a523ef9517aab37ed6eea0ec881821bdcb7aefcb5c5f603adc7907f868c86","Hash","2026-07-11","Compromised jscrambler 8.14.0 npm Release Drops Rust Infostealer During Install","https://thehackernews.com/2026/07/compromised-jscrambler-8140-npm-release.html","https://socket.dev/blog/jscrambler-supply-chain-attack","Referenced Primary Source","A compromised release of the jscrambler npm package introduced a malicious preinstall hook. This hook executes hidden native binaries across Linux, macOS, and Windows operating systems.","jscrambler npm Package Compromised in Supply Chain Attack - ...","","1","pass"
"2026-07-12 02:29:47","b7ca95d1b23c8e67416a25cedf741de0917c2096bbc9d24649eea7853d054903","Hash","2026-07-11","Compromised jscrambler 8.14.0 npm Release Drops Rust Infostealer During Install","https://thehackernews.com/2026/07/compromised-jscrambler-8140-npm-release.html","https://socket.dev/blog/jscrambler-supply-chain-attack","Referenced Primary Source","A compromised release of the jscrambler npm package introduced a malicious preinstall hook. This hook executes hidden native binaries across Linux, macOS, and Windows operating systems.","jscrambler npm Package Compromised in Supply Chain Attack - ...","","1","pass"
"2026-07-12 02:29:47","a742de963f14a92d24ebcbc7b44ac867e23a20d31d1b0094a13a4f83287f4e60","Hash","2026-07-11","Compromised jscrambler 8.14.0 npm Release Drops Rust Infostealer During Install","https://thehackernews.com/2026/07/compromised-jscrambler-8140-npm-release.html","https://socket.dev/blog/jscrambler-supply-chain-attack","Referenced Primary Source","A compromised release of the jscrambler npm package introduced a malicious preinstall hook. This hook executes hidden native binaries across Linux, macOS, and Windows operating systems.","jscrambler npm Package Compromised in Supply Chain Attack - ...","","1","pass"
"2026-07-12 02:29:47","fbbcf4d8f98168f78f5c0c47a9ae56d59ec8ac84a7c9ca6b797fedfb8d62d2bd","Hash","2026-07-11","Compromised jscrambler 8.14.0 npm Release Drops Rust Infostealer During Install","https://thehackernews.com/2026/07/compromised-jscrambler-8140-npm-release.html","https://www.stepsecurity.io/blog/jscrambler-npm-package-publishes-malicious-preinstall-binary","Referenced Primary Source","The jscrambler npm package version 8.14.0 was compromised to include a malicious preinstall hook that executes platform-specific native binaries on Linux, Windows, and macOS. This malicious release was identified by security analysis tools shortly after publication.","jscrambler npm package publishes malicious preinstall binary - StepSecurity","","1","pass"
"2026-07-12 02:29:47","c8fd47d36bdf7c825378593ab82ed8c24d1dc52e26b507812393e24e1d5201fd","Hash","2026-07-11","Compromised jscrambler 8.14.0 npm Release Drops Rust Infostealer During Install","https://thehackernews.com/2026/07/compromised-jscrambler-8140-npm-release.html","https://www.stepsecurity.io/blog/jscrambler-npm-package-publishes-malicious-preinstall-binary","Referenced Primary Source","The jscrambler npm package version 8.14.0 was compromised to include a malicious preinstall hook that executes platform-specific native binaries on Linux, Windows, and macOS. This malicious release was identified by security analysis tools shortly after publication.","jscrambler npm package publishes malicious preinstall binary - StepSecurity","","1","pass"
"2026-07-12 02:29:47","b7ca95d1b23c8e67416a25cedf741de0917c2096bbc9d24649eea7853d054903","Hash","2026-07-11","Compromised jscrambler 8.14.0 npm Release Drops Rust Infostealer During Install","https://thehackernews.com/2026/07/compromised-jscrambler-8140-npm-release.html","https://www.stepsecurity.io/blog/jscrambler-npm-package-publishes-malicious-preinstall-binary","Referenced Primary Source","The jscrambler npm package version 8.14.0 was compromised to include a malicious preinstall hook that executes platform-specific native binaries on Linux, Windows, and macOS. This malicious release was identified by security analysis tools shortly after publication.","jscrambler npm package publishes malicious preinstall binary - StepSecurity","","1","pass"
"2026-07-12 02:29:47","b7ca95d1b23c8e67416a25cedf741de0917c2096bbc9d24649eea7853d054903","Hash","2026-06-25","Compromised jscrambler 8.14.0 npm Release Drops Rust Infostealer During Install","https://thehackernews.com/2026/07/compromised-jscrambler-8140-npm-release.html","https://safedep.io/jscrambler-npm-supply-chain-compromise/","Referenced Primary Source","The official jscrambler npm package has been compromised across multiple releases, facilitating a software supply chain attack. Analysis of the associated binaries indicates the presence of a multi-capability infostealer that decrypts its C2 configuration at runtime.","Official jscrambler npm Package Compromised Across Multiple Releases - Real-time Open Source Software Supply Chain Security","","0","fail:date-mismatch"
"2026-07-12 02:29:47","fbbcf4d8f98168f78f5c0c47a9ae56d59ec8ac84a7c9ca6b797fedfb8d62d2bd","Hash","2026-06-25","Compromised jscrambler 8.14.0 npm Release Drops Rust Infostealer During Install","https://thehackernews.com/2026/07/compromised-jscrambler-8140-npm-release.html","https://safedep.io/jscrambler-npm-supply-chain-compromise/","Referenced Primary Source","The official jscrambler npm package has been compromised across multiple releases, facilitating a software supply chain attack. Analysis of the associated binaries indicates the presence of a multi-capability infostealer that decrypts its C2 configuration at runtime.","Official jscrambler npm Package Compromised Across Multiple Releases - Real-time Open Source Software Supply Chain Security","","0","fail:date-mismatch"
"2026-07-12 02:29:47","c8fd47d36bdf7c825378593ab82ed8c24d1dc52e26b507812393e24e1d5201fd","Hash","2026-06-25","Compromised jscrambler 8.14.0 npm Release Drops Rust Infostealer During Install","https://thehackernews.com/2026/07/compromised-jscrambler-8140-npm-release.html","https://safedep.io/jscrambler-npm-supply-chain-compromise/","Referenced Primary Source","The official jscrambler npm package has been compromised across multiple releases, facilitating a software supply chain attack. Analysis of the associated binaries indicates the presence of a multi-capability infostealer that decrypts its C2 configuration at runtime.","Official jscrambler npm Package Compromised Across Multiple Releases - Real-time Open Source Software Supply Chain Security","","0","fail:date-mismatch"
"2026-07-12 02:29:47","a41a523ef9517aab37ed6eea0ec881821bdcb7aefcb5c5f603adc7907f868c86","Hash","2026-06-25","Compromised jscrambler 8.14.0 npm Release Drops Rust Infostealer During Install","https://thehackernews.com/2026/07/compromised-jscrambler-8140-npm-release.html","https://safedep.io/jscrambler-npm-supply-chain-compromise/","Referenced Primary Source","The official jscrambler npm package has been compromised across multiple releases, facilitating a software supply chain attack. Analysis of the associated binaries indicates the presence of a multi-capability infostealer that decrypts its C2 configuration at runtime.","Official jscrambler npm Package Compromised Across Multiple Releases - Real-time Open Source Software Supply Chain Security","","0","fail:date-mismatch"
"2026-07-12 02:29:47","cms[.]balochistanpolice[.]gov[.]pk","Domain","2026-07-11","Hackers Weaponize Balochistan Police Portal in Multi-Group Espionage Campaigns","https://thehackernews.com/2026/07/hackers-weaponize-balochistan-police.html","https://thehackernews.com/2026/07/hackers-weaponize-balochistan-police.html","Primary News","Suspected China- and India-aligned threat actors have conducted sustained cyber espionage against Pakistani law enforcement organizations by compromising web applications and network appliances. The attackers deployed various malware families, including PlugX, ShadowPad, Cobalt Strike, and Remcos RAT, to exfiltrate sensitive biometric and criminal records.","Hackers Weaponize Balochistan Police Portal in Multi-Group Espionage Campaigns","yes","1","pass"
"2026-07-12 02:29:47","193[.]42[.]25[.]65","IP Address","2026-07-11","Hackers Weaponize Balochistan Police Portal in Multi-Group Espionage Campaigns","https://thehackernews.com/2026/07/hackers-weaponize-balochistan-police.html","https://thehackernews.com/2026/07/hackers-weaponize-balochistan-police.html","Primary News","Suspected China- and India-aligned threat actors have conducted sustained cyber espionage against Pakistani law enforcement organizations by compromising web applications and network appliances. The attackers deployed various malware families, including PlugX, ShadowPad, Cobalt Strike, and Remcos RAT, to exfiltrate sensitive biometric and criminal records.","Hackers Weaponize Balochistan Police Portal in Multi-Group Espionage Campaigns","","1","pass"
"2026-07-12 02:29:47","142[.]171[.]183[.]8","IP Address","2026-07-11","Hackers Weaponize Balochistan Police Portal in Multi-Group Espionage Campaigns","https://thehackernews.com/2026/07/hackers-weaponize-balochistan-police.html","https://thehackernews.com/2026/07/hackers-weaponize-balochistan-police.html","Primary News","Suspected China- and India-aligned threat actors have conducted sustained cyber espionage against Pakistani law enforcement organizations by compromising web applications and network appliances. The attackers deployed various malware families, including PlugX, ShadowPad, Cobalt Strike, and Remcos RAT, to exfiltrate sensitive biometric and criminal records.","Hackers Weaponize Balochistan Police Portal in Multi-Group Espionage Campaigns","","1","pass"
"2026-07-12 02:29:47","63b88d00331de88af696dfb7a896935d830e485f","Hash","2026-07-09","Hackers Weaponize Balochistan Police Portal in Multi-Group Espionage Campaigns","https://thehackernews.com/2026/07/hackers-weaponize-balochistan-police.html","https://www.sentinelone.com/labs/one-target-china-india-espionage-converge-on-pakistani-law-enforcement/","Referenced Primary Source","Suspected China- and India-nexus threat actors have conducted sustained cyberespionage against Pakistani law enforcement organizations, specifically targeting the Balochistan Police. The attackers utilized various malware families, including PlugX, ShadowPad, Cobalt Strike, and Remcos, to compromise servers and web applications managing sensitive citizen and police data.","One Target, Two Flags | Rival Espionage Actors Converge On Pakistani Law Enforcement | SentinelOne","","0","fail:target-out-of-scope"
"2026-07-12 02:29:47","c6c197e61079a0a33108c2c87b5e3c7056a138ec","Hash","2026-07-09","Hackers Weaponize Balochistan Police Portal in Multi-Group Espionage Campaigns","https://thehackernews.com/2026/07/hackers-weaponize-balochistan-police.html","https://www.sentinelone.com/labs/one-target-china-india-espionage-converge-on-pakistani-law-enforcement/","Referenced Primary Source","Suspected China- and India-nexus threat actors have conducted sustained cyberespionage against Pakistani law enforcement organizations, specifically targeting the Balochistan Police. The attackers utilized various malware families, including PlugX, ShadowPad, Cobalt Strike, and Remcos, to compromise servers and web applications managing sensitive citizen and police data.","One Target, Two Flags | Rival Espionage Actors Converge On Pakistani Law Enforcement | SentinelOne","","0","fail:target-out-of-scope"
"2026-07-12 02:29:47","d66ab0cd2e44dc8389c111b7ed34c7bcb0b35311","Hash","2026-07-09","Hackers Weaponize Balochistan Police Portal in Multi-Group Espionage Campaigns","https://thehackernews.com/2026/07/hackers-weaponize-balochistan-police.html","https://www.sentinelone.com/labs/one-target-china-india-espionage-converge-on-pakistani-law-enforcement/","Referenced Primary Source","Suspected China- and India-nexus threat actors have conducted sustained cyberespionage against Pakistani law enforcement organizations, specifically targeting the Balochistan Police. The attackers utilized various malware families, including PlugX, ShadowPad, Cobalt Strike, and Remcos, to compromise servers and web applications managing sensitive citizen and police data.","One Target, Two Flags | Rival Espionage Actors Converge On Pakistani Law Enforcement | SentinelOne","","0","fail:target-out-of-scope"
"2026-07-12 02:29:47","58cb2d95063b9df807b7aa8dc106b74ce988a491","Hash","2026-07-09","Hackers Weaponize Balochistan Police Portal in Multi-Group Espionage Campaigns","https://thehackernews.com/2026/07/hackers-weaponize-balochistan-police.html","https://www.sentinelone.com/labs/one-target-china-india-espionage-converge-on-pakistani-law-enforcement/","Referenced Primary Source","Suspected China- and India-nexus threat actors have conducted sustained cyberespionage against Pakistani law enforcement organizations, specifically targeting the Balochistan Police. The attackers utilized various malware families, including PlugX, ShadowPad, Cobalt Strike, and Remcos, to compromise servers and web applications managing sensitive citizen and police data.","One Target, Two Flags | Rival Espionage Actors Converge On Pakistani Law Enforcement | SentinelOne","","0","fail:target-out-of-scope"
"2026-07-12 02:29:47","000fad96a85dd6933c22d3dbec9aed47b7f1f066","Hash","2026-07-09","Hackers Weaponize Balochistan Police Portal in Multi-Group Espionage Campaigns","https://thehackernews.com/2026/07/hackers-weaponize-balochistan-police.html","https://www.sentinelone.com/labs/one-target-china-india-espionage-converge-on-pakistani-law-enforcement/","Referenced Primary Source","Suspected China- and India-nexus threat actors have conducted sustained cyberespionage against Pakistani law enforcement organizations, specifically targeting the Balochistan Police. The attackers utilized various malware families, including PlugX, ShadowPad, Cobalt Strike, and Remcos, to compromise servers and web applications managing sensitive citizen and police data.","One Target, Two Flags | Rival Espionage Actors Converge On Pakistani Law Enforcement | SentinelOne","","0","fail:target-out-of-scope"
